"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","type","lon","lat"
"268","Coon Rapids","Minnesota","Small","Bike",101,0.3,0.2,"MN","North Central","city",-93.3030063,45.1732394
"269","Cooper City","Florida","Small","Bike",16,0.1,0.1,"FL","South","city",-80.271716,26.0573112
"270","Coppell","Texas","Small","Bike",9,0,0.1,"TX","South","city",-97.0150078,32.9545687
"271","Copperas Cove","Texas","Small","Bike",25,0.2,0.2,"TX","South","city",-97.9030785,31.124062
"272","Coral Gables","Florida","Small","Bike",144,0.7,0.5,"FL","South","city",-80.2635411,25.7491968
"273","Corcoran","California","Small","Bike",52,1.3,1.1,"CA","West","city",-119.5604015,36.098007
"274","Corinth","Texas","Small","Bike",23,0.2,0.4,"TX","South","city",-97.0647322,33.1540091
"275","Cornelius","North Carolina","Small","Bike",7,0.1,0.1,"NC","South","town",-80.8600736,35.4868032
"276","Coronado","California","Small","Bike",527,4.8,1.3,"CA","West","city",-117.1830891,32.6858853
"277","Corsicana","Texas","Small","Bike",31,0.3,0.4,"TX","South","city",-96.4688727,32.0954304
"278","Corvallis","Oregon","Small","Bike",2804,11.2,1.5,"OR","West","city",-123.2620435,44.5645659
"279","Cottage Grove","Minnesota","Small","Bike",64,0.4,0.3,"MN","North Central","city",-92.9438218,44.8277446
"280","Cottonwood Heights","Utah","Small","Bike",49,0.3,0.2,"UT","West","city",-111.8162931,40.6183158
"281","Council Bluffs","Iowa","Small","Bike",132,0.4,0.2,"IA","North Central","city",-95.8608333,41.2619444
"282","Covina","California","Small","Bike",134,0.6,0.4,"CA","West","city",-117.8903397,34.0900091
"283","Covington","Kentucky","Small","Bike",50,0.3,0.3,"KY","South","city",-84.5085536,39.0836712
"284","Cranston","Rhode Island","Small","Bike",92,0.3,0.2,"RI","Northeast","city",-71.4372796,41.7798226
"285","Crest Hill","Illinois","Small","Bike",0,0,0.3,"IL","North Central","city",-88.0986709,41.554753
"286","Crestview","Florida","Small","Bike",11,0.1,0.2,"FL","South","city",-86.5727995,30.7541808
"287","Crown Point","Indiana","Small","Bike",0,0,0.2,"IN","North Central","city",-87.3653135,41.4169806
"288","Crystal","Minnesota","Small","Bike",9,0.1,0.1,"MN","North Central","city",-93.3602286,45.0327425
"289","Crystal Lake","Illinois","Small","Bike",0,0,0.1,"IL","North Central","city",-88.3161965,42.2411344
"290","Cudahy","California","Small","Bike",74,0.8,0.8,"CA","West","city",-118.1857858,33.9608646
"291","Culver City","California","Small","Bike",219,1.1,0.5,"CA","West","city",-118.3964665,34.0211224
"292","Cumberland","Maryland","Small","Bike",0,0,0.4,"MD","South","city",-78.7625185,39.6528654
"293","Cupertino","California","Small","Bike",221,0.9,0.5,"CA","West","city",-122.0321823,37.3229978
"294","Cutler Bay","Florida","Small","Bike",28,0.2,0.2,"FL","South","town",-80.3468593,25.5808323
"295","Cuyahoga Falls","Ohio","Small","Bike",56,0.2,0.3,"OH","North Central","city",-81.4845585,41.1339449
"296","Cypress","California","Small","Bike",168,0.7,0.4,"CA","West","city",-118.0368507,33.8169366
"297","Dalton","Georgia","Small","Bike",29,0.2,0.3,"GA","South","city",-84.9702228,34.7698021
"298","Dana Point","California","Small","Bike",75,0.4,0.3,"CA","West","city",-117.6981014,33.4672256
"299","Danbury","Connecticut","Small","Bike",51,0.1,0.1,"CT","Northeast","city",-73.4540111,41.394817
"300","Dania Beach","Florida","Small","Bike",102,0.7,0.5,"FL","South","city",-80.1439343,26.052311
"301","Danville","Illinois","Small","Bike",28,0.2,0.2,"IL","North Central","city",-87.6300207,40.124481
"302","Danville","Virginia","Small","Bike",33,0.2,0.1,"VA","South","city",-79.3950228,36.5859718
"303","Danville","California","Small","Bike",29,0.2,0.2,"CA","West","town",-121.9999606,37.8215929
"304","Daphne","Alabama","Small","Bike",91,0.9,1.3,"AL","South","city",-87.9036047,30.6035255
"305","Darien","Illinois","Small","Bike",30,0.3,0.3,"IL","North Central","city",-87.9737943,41.7483483
"306","Davie","Florida","Small","Bike",216,0.5,0.3,"FL","South","town",-80.2521157,26.0764783
"307","Davis","California","Small","Bike",5691,18.6,1.8,"CA","West","city",-121.7405167,38.5449065
"308","Daytona Beach","Florida","Small","Bike",429,1.9,0.7,"FL","South","city",-81.0228331,29.2108147
"309","De Pere","Wisconsin","Small","Bike",75,0.6,0.4,"WI","North Central","city",-88.0603806,44.4488805
"310","Dearborn","Michigan","Small","Bike",110,0.3,0.1,"MI","North Central","city",-83.1763145,42.3222599
"311","Dearborn Heights","Michigan","Small","Bike",32,0.2,0.2,"MI","North Central","city",-83.2732627,42.3369816
"312","Decatur","Alabama","Small","Bike",0,0,0.1,"AL","South","city",-86.9833417,34.6059253
"313","Decatur","Illinois","Small","Bike",54,0.2,0.1,"IL","North Central","city",-88.9548001,39.8403147
"314","Deer Park","Texas","Small","Bike",65,0.4,0.5,"TX","South","city",-95.1238204,29.7052284
"315","Deerfield Beach","Florida","Small","Bike",306,0.9,0.4,"FL","South","city",-80.0997657,26.3184123
"316","DeKalb","Illinois","Small","Bike",301,1.5,0.6,"IL","North Central","city",-88.7503647,41.9294736
"317","Del City","Oklahoma","Small","Bike",0,0,0.3,"OK","South","city",-97.4408698,35.4420062
"318","Del Rio","Texas","Small","Bike",125,0.9,0.5,"TX","South","city",-100.8958674,29.3708857
"319","DeLand","Florida","Small","Bike",159,1.6,1.2,"FL","South","city",-81.3031179,29.028318
"320","Delano","California","Small","Bike",41,0.3,0.4,"CA","West","city",-119.2470536,35.7688425
"321","Delaware","Ohio","Small","Bike",46,0.3,0.2,"OH","North Central","city",-83.067965,40.2986724
"322","Delray Beach","Florida","Small","Bike",188,0.7,0.4,"FL","South","city",-80.0728201,26.4614625
"323","Deltona","Florida","Small","Bike",58,0.2,0.2,"FL","South","city",-81.2636738,28.9005446
"324","Denison","Texas","Small","Bike",34,0.4,0.4,"TX","South","city",-96.536658,33.7556593
"325","Derby","Kansas","Small","Bike",9,0.1,0.1,"KS","North Central","city",-97.2689331,37.5455735
"326","Des Moines","Washington","Small","Bike",24,0.2,0.3,"WA","West","city",-122.3242901,47.4017661
"327","Des Plaines","Illinois","Small","Bike",167,0.6,0.3,"IL","North Central","city",-87.8833991,42.0333623
"328","Desert Hot Springs","California","Small","Bike",0,0,0.4,"CA","West","city",-116.5016784,33.961124
"329","DeSoto","Texas","Small","Bike",0,0,0.2,"TX","South","city",-96.8570738,32.5896998
"330","Diamond Bar","California","Small","Bike",7,0,0.1,"CA","West","city",-117.8103367,34.0286226
"331","Dinuba","California","Small","Bike",14,0.2,0.3,"CA","West","city",-119.3870656,36.5432837
"332","Dodge City","Kansas","Small","Bike",42,0.3,0.3,"KS","North Central","city",-100.0170787,37.7527982
"333","Dolton","Illinois","Small","Bike",0,0,0.3,"IL","North Central","village",-87.607268,41.6389236
"334","Doral","Florida","Small","Bike",5,0,0.1,"FL","South","city",-80.3553302,25.8195424
"335","Dothan","Alabama","Small","Bike",51,0.2,0.1,"AL","South","city",-85.3904888,31.2232313
"336","Douglasville","Georgia","Small","Bike",1,0,0.1,"GA","South","city",-84.7477136,33.7514966
"337","Dover","Delaware","Small","Bike",12,0.1,0.1,"DE","South","city",-75.5243682,39.158168
"338","Dover","New Hampshire","Small","Bike",43,0.3,0.3,"NH","Northeast","city",-70.8736698,43.1978624
"339","Downers Grove","Illinois","Small","Bike",176,0.7,0.4,"IL","North Central","village",-88.0111746,41.8089191
"340","Draper","Utah","Small","Bike",35,0.2,0.2,"UT","West","city",-111.8638226,40.5246711
"341","Duarte","California","Small","Bike",14,0.2,0.2,"CA","West","city",-117.9772873,34.1394513
"342","Dublin","California","Small","Bike",69,0.3,0.2,"CA","West","city",-121.9101221,37.7159396
"343","Dublin","Ohio","Small","Bike",16,0.1,0.1,"OH","North Central","city",-83.1140771,40.0992294
"344","Dubuque","Iowa","Small","Bike",43,0.1,0.1,"IA","North Central","city",-90.6654675,42.5022661
"345","Duluth","Georgia","Small","Bike",0,0,0.3,"GA","South","city",-84.1446376,34.0028786
"346","Duluth","Minnesota","Small","Bike",343,0.8,0.3,"MN","North Central","city",-92.1004852,46.7866719
"347","Duncan","Oklahoma","Small","Bike",18,0.2,0.3,"OK","South","city",-97.9578128,34.5023028
"348","Duncanville","Texas","Small","Bike",14,0.1,0.1,"TX","South","city",-96.9083366,32.6518004
"349","Dunedin","Florida","Small","Bike",296,1.9,0.8,"FL","South","city",-82.7717684,28.0197404
"350","Dunwoody","Georgia","Small","Bike",32,0.1,0.2,"GA","South","city",-84.3346473,33.9462125
"351","Eagan","Minnesota","Small","Bike",128,0.4,0.2,"MN","North Central","city",-93.1668858,44.8041322
"352","Eagle","Idaho","Small","Bike",48,0.6,0.5,"ID","West","city",-116.3540138,43.6954424
"353","Eagle Mountain","Utah","Small","Bike",0,0,0.4,"UT","West","city",-112.006882,40.3141169
"354","Eagle Pass","Texas","Small","Bike",11,0.1,0.2,"TX","South","city",-100.4995214,28.7091433
"355","Easley","South Carolina","Small","Bike",11,0.1,0.2,"SC","South","city",-82.6015206,34.829838
"356","East Chicago","Indiana","Small","Bike",0,0,0.3,"IN","North Central","city",-87.4547635,41.6392024
"357","East Lansing","Michigan","Small","Bike",1374,6.8,1.2,"MI","North Central","city",-84.4838654,42.7369792
"358","East Moline","Illinois","Small","Bike",0,0,0.3,"IL","North Central","city",-90.4442979,41.5008673
"359","East Orange","New Jersey","Small","Bike",17,0.1,0.1,"NJ","Northeast","city",-74.2048677,40.767323
"360","East Palo Alto","California","Small","Bike",440,3.6,3.6,"CA","West","city",-122.1410751,37.4688273
"361","East Peoria","Illinois","Small","Bike",0,0,0.3,"IL","North Central","city",-89.5800978,40.666149
"362","East Point","Georgia","Small","Bike",45,0.3,0.4,"GA","South","city",-84.4393724,33.6795531
"363","East Providence","Rhode Island","Small","Bike",78,0.4,0.3,"RI","Northeast","city",-71.3700545,41.8137116
"364","East Ridge","Tennessee","Small","Bike",3,0,0.1,"TN","South","city",-85.2256635,34.9947441
"365","East St. Louis","Illinois","Small","Bike",48,0.6,0.5,"IL","North Central","city",-90.1506465,38.624514
"366","Easton","Pennsylvania","Small","Bike",25,0.2,0.2,"PA","Northeast","city",-75.2207323,40.688432
"367","Eastpointe","Michigan","Small","Bike",0,0,0.2,"MI","North Central","city",-82.9554746,42.4683698
"368","Eastvale","California","Small","Bike",45,0.2,0.3,"CA","West","city",-117.5848025,33.952463
"369","Eau Claire","Wisconsin","Small","Bike",389,1.1,0.3,"WI","North Central","city",-91.4984941,44.811349
"370","Eden Prairie","Minnesota","Small","Bike",117,0.4,0.4,"MN","North Central","city",-93.470786,44.8546856
"371","Edgewater","Florida","Small","Bike",82,0.9,0.9,"FL","South","city",-80.9022758,28.9888754
"372","Edina","Minnesota","Small","Bike",220,1,0.5,"MN","North Central","city",-93.3499489,44.8896866
"373","Edinburg","Texas","Small","Bike",90,0.3,0.2,"TX","South","city",-98.1633432,26.3017374
"374","Edmond","Oklahoma","Small","Bike",106,0.3,0.1,"OK","South","city",-97.4780954,35.6528323
"375","Edmonds","Washington","Small","Bike",54,0.3,0.2,"WA","West","city",-122.3773551,47.8106521
"376","Edwardsville","Illinois","Small","Bike",54,0.4,0.4,"IL","North Central","city",-89.953157,38.8114364
"377","El Centro","California","Small","Bike",54,0.4,0.4,"CA","West","city",-115.5630514,32.792
"378","El Cerrito","California","Small","Bike",263,2.2,0.7,"CA","West","city",-122.310765,37.9161326
"379","El Mirage","Arizona","Small","Bike",23,0.2,0.2,"AZ","West","city",-112.3246042,33.6130942
"380","El Paso de Robles (Paso Robles)","Ca","Small","Bike",71,0.5,0.4,NA,NA,"city",-120.6545022,35.6368759
"381","Elizabethtown","Kentucky","Small","Bike",0,0,0.3,"KY","South","city",-85.8649408,37.7030646
"382","Elk Grove Village","Illinois","Small","Bike",22,0.1,0.2,"IL","North Central","village",-87.9703461,42.0039178
"383","Elk River","Minnesota","Small","Bike",26,0.2,0.2,"MN","North Central","city",-93.5691122,45.3377283
"384","Elkhart","Indiana","Small","Bike",262,1.3,0.6,"IN","North Central","city",-85.9766671,41.6819935
"385","Elmhurst","Illinois","Small","Bike",46,0.2,0.2,"IL","North Central","city",-87.9403418,41.8994744
"386","Elmira","New York","Small","Bike",56,0.5,0.3,"NY","Northeast","city",-76.8077338,42.0897965
"387","Elmwood Park","Illinois","Small","Bike",20,0.2,0.2,"IL","North Central","village",-87.8092266,41.9211423
"388","Elyria","Ohio","Small","Bike",104,0.4,0.3,"OH","North Central","city",-82.1076486,41.3683798
"389","Emporia","Kansas","Small","Bike",60,0.5,0.5,"KS","North Central","city",-96.1816626,38.403903
"390","Encinitas","California","Small","Bike",470,1.6,0.5,"CA","West","city",-117.2919818,33.0369867
"391","Englewood","Colorado","Small","Bike",210,1.3,0.7,"CO","West","city",-104.9877597,39.6477653
"392","Englewood","New Jersey","Small","Bike",35,0.3,0.3,"NJ","Northeast","city",-73.9726381,40.8928771
"393","Enid","Oklahoma","Small","Bike",28,0.1,0.1,"OK","South","city",-97.8783911,36.3955891
"394","Enterprise","Alabama","Small","Bike",13,0.1,0.1,"AL","South","city",-85.8552161,31.3151708
"395","Euclid","Ohio","Small","Bike",14,0.1,0.1,"OH","North Central","city",-81.5267873,41.5931049
"396","Euless","Texas","Small","Bike",83,0.3,0.3,"TX","South","city",-97.0819541,32.8370727
"397","Eureka","California","Small","Bike",232,1.9,1,"CA","West","city",-124.1636729,40.8020712
"398","Evanston","Illinois","Small","Bike",1073,3,0.5,"IL","North Central","city",-87.6876969,42.0450722
"399","Everett","Massachusetts","Small","Bike",162,0.7,0.5,"MA","Northeast","city",-71.0536625,42.40843
"400","Fair Lawn","New Jersey","Small","Bike",9,0.1,0.1,"NJ","Northeast","borough",-74.1318096,40.9403762
"401","Fairbanks","Alaska","Small","Bike",301,1.9,0.9,"AK","West","city",-147.7163888,64.8377778
"402","Fairborn","Ohio","Small","Bike",81,0.5,0.5,"OH","North Central","city",-84.0193789,39.8208925
"403","Fairfax","Virginia","Small","Bike",23,0.2,0.2,"VA","South","city",-77.3063733,38.8462236
"404","Fairfield","Ohio","Small","Bike",0,0,0.1,"OH","North Central","city",-84.5603187,39.3454673
"405","Fall River","Massachusetts","Small","Bike",90,0.3,0.2,"MA","Northeast","city",-71.1550451,41.7014912
"406","Faribault","Minnesota","Small","Bike",12,0.1,0.2,"MN","North Central","city",-93.268827,44.2949636
"407","Farmers Branch","Texas","Small","Bike",18,0.1,0.2,"TX","South","city",-96.8961151,32.9265137
"408","Farmington","Minnesota","Small","Bike",13,0.1,0.2,"MN","North Central","city",-93.1435497,44.6402434
"409","Farmington","New Mexico","Small","Bike",91,0.5,0.5,"NM","West","city",-108.2186856,36.7280583
"410","Farmington","Utah","Small","Bike",7,0.1,0.2,"UT","West","city",-111.8874392,40.9804999
"411","Farmington Hills","Michigan","Small","Bike",82,0.2,0.2,"MI","North Central","city",-83.3677168,42.4989936
"412","Farragut","Tennessee","Small","Bike",0,0,0.4,"TN","South","town",-84.1711345,35.8778548
"413","Fayetteville","Arkansas","Small","Bike",213,0.6,0.3,"AR","South","city",-94.1718542,36.082156
"414","Federal Way","Washington","Small","Bike",49,0.1,0.1,"WA","West","city",-122.3126222,47.3223221
"415","Ferguson","Missouri","Small","Bike",9,0.1,0.2,"MO","North Central","city",-90.3053915,38.7442175
"416","Ferndale","Michigan","Small","Bike",62,0.6,0.5,"MI","North Central","city",-83.1346478,42.4605917
"417","Findlay","Ohio","Small","Bike",155,0.8,0.5,"OH","North Central","city",-83.6499321,41.04422
"418","Fishers","Indiana","Small","Bike",49,0.1,0.1,"IN","North Central","town",-86.01335,39.9567548
"419","Fitchburg","Massachusetts","Small","Bike",11,0.1,0.1,"MA","Northeast","city",-71.8022955,42.5834228
"420","Fitchburg","Wisconsin","Small","Bike",119,0.9,0.6,"WI","North Central","city",-89.424092,43.0023146
"421","Flagstaff","Arizona","Small","Bike",1713,4.9,0.8,"AZ","West","city",-111.651302,35.1982836
"422","Florence","Alabama","Small","Bike",39,0.2,0.3,"AL","South","city",-87.677251,34.79981
"423","Florence","Kentucky","Small","Bike",28,0.2,0.2,"KY","South","city",-84.6266111,38.9989499
"424","Florence","South Carolina","Small","Bike",94,0.6,0.4,"SC","South","city",-79.7625625,34.1954331
"425","Florence","Arizona","Small","Bike",0,0,1.3,"AZ","West","town",-111.3873431,33.0314508
"426","Florissant","Missouri","Small","Bike",31,0.1,0.1,"MO","North Central","city",-90.322614,38.789217
"427","Flower Mound","Texas","Small","Bike",38,0.1,0.1,"TX","South","town",-97.0969552,33.0145673
"428","Folsom","California","Small","Bike",240,0.8,0.4,"CA","West","city",-121.1760583,38.6779591
"429","Fond du Lac","Wisconsin","Small","Bike",258,1.2,0.5,"WI","North Central","city",-88.4470508,43.7730448
"430","Forest Grove","Oregon","Small","Bike",72,0.8,0.8,"OR","West","city",-123.1211134,45.526998
"431","Fort Dodge","Iowa","Small","Bike",69,0.6,0.7,"IA","North Central","city",-94.1680158,42.4974694
"432","Fort Lee","New Jersey","Small","Bike",5,0,0.1,"NJ","Northeast","borough",-73.9701381,40.8509333
"433","Fort Myers","Florida","Small","Bike",292,1.2,0.6,"FL","South","city",-81.8723084,26.640628
"434","Fort Pierce","Florida","Small","Bike",41,0.3,0.3,"FL","South","city",-80.3256056,27.4467056
"435","Fort Smith","Arkansas","Small","Bike",26,0.1,0.1,"AR","South","city",-94.3985475,35.3859242
"436","Fort Walton Beach","Florida","Small","Bike",77,0.8,0.6,"FL","South","city",-86.6170308,30.4200708
"437","Foster City","California","Small","Bike",68,0.5,0.3,"CA","West","city",-122.2710788,37.5585465
"438","Fountain","Colorado","Small","Bike",34,0.3,0.3,"CO","West","city",-104.7008056,38.682219
"439","Fountain Hills","Arizona","Small","Bike",8,0.1,0.2,"AZ","West","town",-111.7256936,33.6042079
"440","Fountain Valley","California","Small","Bike",106,0.4,0.2,"CA","West","city",-117.9544069,33.7090212
"441","Frankfort","Kentucky","Small","Bike",40,0.3,0.3,"KY","South","city",-84.8732835,38.2009055
"442","Franklin","Indiana","Small","Bike",21,0.2,0.2,"IN","North Central","city",-86.0549863,39.4806055
"443","Franklin","Tennessee","Small","Bike",45,0.1,0.2,"TN","South","city",-86.8688899,35.9250637
"444","Franklin","Wisconsin","Small","Bike",0,0,0.1,"WI","North Central","city",-88.0384195,42.888627
"445","Franklin Town","Massachusetts","Small","Bike",44,0.3,0.4,"MA","Northeast","city",-71.396725,42.0834313
"446","Frederick","Maryland","Small","Bike",105,0.3,0.2,"MD","South","city",-77.4105409,39.4142688
